variant_id,bug_type,op,a,b,expected_c,actual_c,expected_flags,actual_flags,mismatch_c,mismatch_flags
bug_000,ALU_ADD_to_SUB,0,180,43,223,137,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,155,253,152,158,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,59,55,114,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,128,212,84,172,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,66,52,118,14,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,111,14,125,97,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,138,245,127,149,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,168,220,132,204,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,211,50,5,161,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,54,182,236,128,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,250,131,125,119,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,46,96,142,206,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,83,30,113,53,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,217,144,105,73,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,155,184,83,227,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,54,88,142,222,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,209,100,53,109,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,9,200,209,65,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,20,228,248,48,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,238,80,62,158,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,129,32,161,97,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,130,122,252,8,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,20,34,54,242,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,123,84,207,39,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,139,249,132,146,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,255,203,202,52,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,221,158,123,63,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,121,39,160,82,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,56,61,117,251,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,236,130,110,106,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,152,85,237,67,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,36,146,182,146,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,190,55,245,135,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,196,102,42,94,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,69,31,100,38,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,13,179,192,90,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,53,33,86,20,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,139,224,107,171,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,160,139,43,21,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,199,118,61,81,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,207,125,76,82,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,35,188,223,103,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,53,80,133,229,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,164,28,192,136,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,54,64,118,246,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,144,181,69,219,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,92,124,216,224,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,67,157,224,166,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,191,15,206,176,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,226,52,22,174,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,207,65,16,142,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,85,211,40,130,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,174,141,59,33,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,89,144,233,201,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,95,91,186,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,243,152,139,91,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,149,82,231,67,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,238,127,109,111,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,224,117,85,107,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,129,208,81,177,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,223,51,18,172,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,13,9,22,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,169,100,13,69,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,196,165,105,31,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,118,199,61,175,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,37,71,108,222,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,130,43,173,87,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,108,202,54,162,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,70,178,248,148,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,189,126,59,63,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,123,142,9,237,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,38,62,100,232,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,129,248,121,137,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,159,115,18,44,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,160,100,4,60,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,207,228,179,235,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,149,145,38,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,230,255,229,231,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,113,181,38,188,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,245,232,221,13,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,67,64,131,3,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,141,217,102,180,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,180,133,57,47,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,25,57,82,224,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,193,217,154,232,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,15,154,169,117,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,120,141,5,235,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,119,213,76,162,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,235,10,245,225,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,170,193,107,233,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,5,195,200,66,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,54,69,123,241,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,136,38,174,98,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,54,253,51,57,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,198,243,185,211,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,104,212,60,148,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,36,137,173,155,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,106,130,236,232,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,50,129,179,177,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,213,5,218,208,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,247,7,254,240,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,52,193,245,115,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,151,88,239,63,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,21,162,183,115,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,77,234,55,99,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,184,12,196,172,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,46,42,88,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,49,110,159,195,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,223,181,148,42,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,139,36,175,103,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,0,3,3,253,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,185,177,106,8,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,133,192,69,197,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,133,220,97,169,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,152,207,103,201,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,139,225,108,170,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,250,243,237,7,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,53,146,199,163,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,11,106,117,161,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,181,170,95,11,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,49,242,35,63,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,51,171,222,136,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,190,18,208,172,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,135,197,76,194,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,24,19,43,5,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,99,208,51,147,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,8,236,244,28,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,224,237,205,243,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,226,92,62,134,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,183,205,132,234,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,128,111,239,17,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,148,79,227,69,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,137,243,124,150,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,38,214,252,80,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,150,130,24,20,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,142,234,120,164,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,176,136,56,40,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,194,80,18,114,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,35,95,130,196,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,53,191,244,118,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,232,128,104,104,0,0,0,0
bug_000,ALU_ADD_to_SUB,0,69,163,232,162,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,185,179,108,6,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,23,166,189,113,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,18,146,164,128,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,161,146,51,15,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,251,100,95,151,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,98,70,168,28,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,132,11,143,121,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,161,177,82,240,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,205,150,99,55,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,56,98,154,214,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,112,97,209,15,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,3,141,144,118,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,202,94,40,108,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,250,74,68,176,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,196,129,69,67,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,199,197,140,2,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,157,7,164,150,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,206,12,218,194,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,228,70,42,158,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,225,208,177,17,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,105,166,15,195,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,251,229,224,22,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,249,152,145,97,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,47,88,135,215,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,56,71,127,241,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,227,134,105,93,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,219,72,35,147,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,82,191,17,147,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,108,94,202,14,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,231,138,113,93,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,214,217,175,253,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,153,229,126,180,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,255,155,154,100,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,98,183,25,171,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,225,104,73,121,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,16,133,149,139,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,214,158,116,56,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,45,196,241,105,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,177,154,75,23,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,203,171,118,32,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,11,85,96,182,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,118,114,232,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,45,89,134,212,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,64,19,83,45,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,205,95,44,110,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,196,201,141,251,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,35,201,236,90,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,173,15,188,158,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,136,178,58,214,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,217,231,192,242,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,188,207,139,237,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,55,104,159,207,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,119,159,22,216,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,230,148,122,82,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,51,77,128,230,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,81,93,174,244,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,208,245,197,219,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,117,136,253,237,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,51,171,222,136,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,43,49,92,250,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,108,247,99,117,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,209,217,170,248,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,224,47,15,177,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,207,30,237,177,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,147,48,195,99,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,8,75,83,189,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,253,190,187,63,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,70,205,19,121,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,114,175,33,195,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,56,104,160,208,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,48,188,236,116,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,191,223,158,224,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,75,0,75,75,0,0,0,0
bug_000,ALU_ADD_to_SUB,0,183,124,51,59,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,10,33,43,233,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,2,55,57,203,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,1,210,211,47,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,54,124,178,186,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,8,72,80,192,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,130,120,250,10,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,240,96,80,144,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,203,14,217,189,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,43,67,110,232,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,28,74,102,210,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,74,46,120,28,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,159,153,56,6,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,154,114,12,40,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,244,130,118,114,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,131,219,94,168,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,106,184,34,178,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,180,126,50,54,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,129,82,211,47,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,29,157,186,128,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,160,137,41,23,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,254,60,58,194,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,177,206,127,227,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,64,39,103,25,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,148,21,169,127,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,137,129,10,8,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,59,179,238,136,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,196,17,213,179,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,238,80,62,158,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,193,147,84,46,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,161,142,47,19,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,86,46,132,40,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,128,188,60,196,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,0,239,239,17,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,139,227,110,168,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,129,120,249,9,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,239,38,21,201,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,186,140,70,46,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,45,221,10,80,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,221,76,41,145,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,201,76,21,125,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,104,85,189,19,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,34,100,134,190,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,131,107,238,24,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,195,243,182,208,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,134,36,170,98,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,52,168,220,140,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,46,157,203,145,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,255,238,237,17,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,72,67,139,5,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,79,190,13,145,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,25,90,115,191,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,218,232,194,242,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,10,65,75,201,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,89,218,51,127,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,121,23,144,98,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,85,138,223,203,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,164,199,107,221,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,218,206,168,12,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,231,166,141,65,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,70,115,185,211,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,249,17,10,232,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,28,148,176,136,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,137,246,127,147,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,206,214,164,248,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,138,38,176,100,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,48,117,165,187,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,196,60,0,136,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,197,212,153,241,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,7,215,222,48,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,56,21,77,35,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,166,181,91,241,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,50,24,74,26,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,165,131,40,34,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,86,33,119,53,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,134,41,175,93,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,44,203,247,97,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,26,152,178,130,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,7,175,182,88,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,21,166,187,111,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,186,19,205,167,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,208,156,108,52,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,213,163,120,50,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,21,60,81,217,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,92,23,115,69,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,228,224,196,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,7,172,179,91,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,9,12,21,253,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,130,78,208,52,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,83,116,199,223,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,241,85,70,156,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,227,10,237,217,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,204,187,135,17,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,110,236,90,130,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,95,239,78,112,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,60,243,47,73,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,69,205,18,120,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,178,81,3,97,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,53,127,180,182,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,204,212,160,248,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,56,85,141,227,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,90,200,34,146,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,49,81,130,224,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,245,184,173,61,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,45,238,27,63,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,164,38,202,126,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,158,204,106,210,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,100,231,75,125,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,234,150,128,84,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,153,221,118,188,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,142,101,243,41,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,168,181,93,243,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,37,143,180,150,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,127,82,209,45,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,5,109,114,152,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,247,164,155,83,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,190,184,118,6,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,188,40,228,148,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,78,99,177,235,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,193,106,43,87,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,99,107,206,248,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,7,137,144,126,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,160,197,101,219,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,132,237,113,151,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,120,242,106,134,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,247,50,41,197,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,96,79,175,17,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,214,207,165,7,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,93,43,136,50,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,157,251,152,162,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,251,133,128,118,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,194,117,55,77,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,197,90,31,107,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,183,218,145,221,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,104,111,215,249,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,127,181,52,202,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,228,187,159,41,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,28,128,156,156,0,0,0,0
bug_000,ALU_ADD_to_SUB,0,130,143,17,243,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,238,146,128,92,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,212,41,253,171,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,199,230,173,225,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,172,37,209,135,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,45,178,223,123,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,101,233,78,124,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,191,122,57,69,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,71,139,210,188,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,170,79,249,91,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,214,98,56,116,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,246,30,20,216,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,176,141,61,35,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,119,109,228,10,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,24,112,136,168,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,90,31,121,59,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,255,228,227,27,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,29,138,167,147,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,101,185,30,172,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,62,120,182,198,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,175,171,90,4,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,135,181,60,210,0,0,1,0
bug_000,ALU_ADD_to_SUB,0,218,5,223,213,0,0,1,0
